aa,ideal,MTI,imperferct24,
3184,0,0,0,0
3188,0,0,0,0
3189,0,0,0,0
3190,0,0,0,0
3191,0,0,0,0
3197,0,0,0,0
3204,0,0,0,0
3206,0,0,0,0
3212,0,0,0,0
3216,0,0,0,0
3221,0,0,0,0
3222,0,0,0,0
3224,0,0,0,0
3228,0,0,0,0
3234,0,0,0,0
3236,0,0,0,0
3237,0,0,0,0
3239,0,0,0,0
3241,0,0,0,0
3244,0,0,0,0
3246,0,0,0,0
3249,0,0,0,0
3250,0,0,0,0
3251,0,0,0,0
3254,0,0,0,0
3256,0,0,0,0
3257,0,0,0,0
3259,0,0,0,0
3262,0,0,0,0
3265,0,0,0,0
3270,0,0,0,0
3281,0,0,0,0
3286,0,0,0,0
3287,0,0,0,0
3288,0,0,0,0
3296,0,0,0,0
3301,0,0,0,0
3304,0,0,0,0
3307,0,0,0,0
3308,0,0,0,0
3312,0,0,0,0
3313,0,0,0,0
3316,0,0,0,0
3318,0,0,0,0
3323,0,0,0,0
3327,0,0,0,0
3330,0,0,0,0
3333,0,0,0,0
3337,0,0,0,0
3338,0,0,0,0
3339,0,0,0,0
3340,0,0,0,0
3341,0,0,0,0
3342,0,0,0,0
3344,0,0,0,0
3347,0,0,0,0
3363,0,0,0,0
3365,0,0,0,0
3366,0,0,0,0
3367,0,0,0,0
3370,0,0,0,0
3372,0,0,0,0
3378,0,0,0,0
3383,0,0,0,0
3384,0,0,0,0
3385,0,0,0,0
3389,0,0,0,0
3391,0,0,0,0
3397,0,0,0,0
3398,0,0,0,0
3399,0,0,0,0
3400,0,0,0,0
3404,0,0,0,0
3405,0,0,0,0
3406,0,0,1,1
3409,0,0,0,0
3411,0,0,0,0
3412,0,0,0,0
3415,0,0,0,0
3417,0,0,0,0
3422,0,0,0,0
3426,0,0,0,0
3430,0,0,0,0
3433,0,0,0,0
3437,0,0,0,0
3438,0,0,0,0
3439,0,0,0,0
3440,0,0,0,0
3443,0,0,0,0
3449,0,0,0,0
3450,0,0,0,0
3454,0,0,0,0
3456,0,0,0,0
3457,0,0,0,0
3458,0,0,0,0
3463,0,0,0,0
3464,0,0,0,0
3466,0,0,0,0
3475,0,0,0,0
3476,0,0,0,0
3477,0,0,0,0
3481,0,0,0,0
3489,0,0,0,0
3490,0,0,0,0
3491,0,0,0,0
3493,0,0,0,0
3495,0,0,0,0
3496,0,0,0,0
3497,0,0,0,0
3498,0,0,0,0
3499,0,0,0,0
3500,0,0,0,0
3502,0,0,0,0
3504,0,0,0,0
3505,0,0,0,0
3508,0,0,0,0
3510,0,0,0,0
3512,0,0,0,0
3513,0,0,0,0
3514,0,0,0,0
3515,0,0,0,0
3516,0,0,0,0
3517,0,0,0,0
3520,0,0,0,0
3522,0,0,0,0
3527,0,0,0,0
3528,0,0,0,0
3530,0,0,0,0
3538,0,0,0,0
3539,0,0,0,0
3540,0,0,0,0
3550,0,0,0,0
3551,0,0,0,0
3554,0,0,0,0
3556,0,0,0,0
3557,0,0,0,0
3560,0,0,0,0
3564,0,0,0,0
3569,0,0,0,0
3574,0,0,0,0
3581,0,0,0,0
3582,0,0,1,1
3583,0,0,0,0
3586,0,0,0,0
3588,0,0,0,0
3591,0,0,0,0
3598,0,0,0,0
3604,0,0,0,0
3606,0,0,0,0
3609,0,0,0,0
3610,0,0,0,0
3612,0,0,0,0
3615,0,0,0,0
3616,0,0,0,0
3617,0,0,0,0
3621,0,0,0,0
3626,0,0,0,0
3627,0,0,0,0
3632,0,0,0,0
3637,0,0,0,0
3638,0,0,0,0
3643,0,0,0,0
3644,0,0,0,0
3646,0,0,0,0
3650,0,0,0,0
3653,0,0,0,0
3655,0,0,0,0
3659,0,0,0,0
3660,0,0,0,0
3661,0,0,0,0
3662,0,0,0,0
3665,0,0,0,0
3669,0,0,0,0
3670,0,0,1,1
3681,0,0,0,0
3682,0,0,0,0
3683,0,0,0,0
3686,0,0,0,0
3687,0,0,0,0
3692,0,0,0,0
3698,0,0,0,0
3700,0,0,0,0
3703,0,0,2,2
3704,0,0,0,0
3705,0,0,0,0
3707,0,0,0,0
3710,0,0,0,0
3711,0,0,0,0
3714,0,0,0,0
3715,0,0,0,0
3716,0,0,0,0
3723,0,0,0,0
3726,0,0,0,0
3727,0,0,0,0
3729,0,0,0,0
3731,0,0,1,1
3732,0,0,0,0
3733,0,0,0,0
3735,0,0,0,0
3736,0,0,0,0
3741,0,0,0,0
3747,0,0,0,0
3748,0,0,0,0
3749,0,0,0,0
3750,0,0,0,0
3753,0,0,0,0
3759,0,0,0,0
3760,0,0,0,0
3761,0,0,0,0
3764,0,0,0,0
3765,0,0,0,0
3767,0,0,1,1
3773,0,0,0,0
3776,0,0,0,0
3779,0,0,0,0
3782,0,0,0,0
3783,0,0,2,2
3785,0,0,0,0
3790,0,0,0,0
3791,0,0,0,0
3792,0,0,0,0
3793,0,0,0,0
3794,0,0,0,0
3796,0,0,1,1
3797,0,0,0,0
3801,0,0,0,0
3802,0,0,0,0
3804,0,0,0,0
3805,0,0,1,1
3806,0,0,0,0
3807,0,0,0,0
3813,0,0,0,0
3814,0,0,0,0
3815,0,0,0,0
3816,0,0,0,0
3817,0,0,0,0
3818,0,0,0,0
3819,0,0,0,0
3824,0,0,0,0
3825,0,0,0,0
3829,0,0,0,0
3830,0,0,0,0
3831,0,0,0,0
3833,0,0,0,0
3838,0,0,0,0
3842,0,0,0,0
3843,0,0,0,0
3847,0,0,0,0
3849,0,0,0,0
3853,0,0,0,0
3857,0,0,0,0
3863,0,0,0,0
3864,0,0,0,0
3866,0,0,0,0
3871,0,0,0,0
3872,0,0,0,0
3873,0,0,0,0
3874,0,0,0,0
3876,0,0,0,0
3878,0,0,0,0
3880,0,0,0,0
3881,0,0,0,0
3888,0,0,0,0
3895,0,0,0,0
3898,0,0,0,0
3899,0,0,0,0
3906,0,0,0,0
3916,0,0,0,0
3918,0,0,0,0
3922,0,0,0,0
3923,0,0,0,0
3925,0,0,0,0
3926,0,0,0,0
3927,0,0,0,0
3939,0,0,0,0
3947,0,0,0,0
3948,0,0,0,0
3951,0,0,0,0
3953,0,0,0,0
3958,0,0,0,0
3960,0,0,0,0
3961,0,0,0,0
3966,0,0,0,0
3968,0,0,0,0
3970,0,0,0,0
3973,0,0,0,0
3976,0,0,0,0
3983,0,0,0,0
3984,0,0,0,0
3988,0,0,0,0
3989,0,0,0,0
3996,0,0,0,0
3997,0,0,0,0
4002,0,0,0,0
4005,0,0,0,0
4006,0,0,0,0
4008,0,0,0,0
4010,0,0,0,0
4014,0,0,0,0
4015,0,0,0,0
4016,0,0,0,0
4017,0,0,0,0
4018,0,0,0,0
4021,0,0,0,0
4022,0,0,0,0
4025,0,0,0,0
4026,0,0,0,0
4035,0,0,0,0
4036,0,0,0,0
4037,0,0,0,0
4038,0,0,0,0
4042,0,0,0,0
4043,0,0,0,0
4049,0,0,0,0
4050,0,0,0,0
4052,0,0,0,0
4058,0,0,0,0
4059,0,0,0,0
4060,0,0,0,0
4061,0,0,0,0
4067,0,0,0,0
4068,0,0,0,0
4070,0,0,0,0
4074,0,0,0,0
4078,0,0,0,0
4079,0,0,0,0
4080,0,0,0,0
4083,0,0,0,0
4084,0,0,0,0
4085,0,0,0,0
4088,0,0,0,0
4089,0,0,0,0
4090,0,0,0,0
4095,0,0,0,0
4096,0,0,0,0
4099,0,0,0,0
4100,0,0,0,0
4101,0,0,0,0
4105,0,0,0,0
4106,0,0,0,0
4111,0,0,0,0
4112,0,0,0,0
4116,0,0,0,0
4120,0,0,0,0
4124,0,0,0,0
4128,0,0,0,0
4130,0,0,0,0
4134,0,0,0,0
4139,0,0,0,0
4145,0,0,0,0
4149,0,0,0,0
4153,0,0,0,0
4160,0,0,0,0
4163,0,0,0,0
4164,0,0,0,0
4165,0,0,0,0
4175,0,0,0,0
4180,0,0,0,0
4183,0,0,0,0
4184,0,0,0,0
4188,0,0,0,0
4191,0,0,0,0
4194,0,0,0,0
4196,0,0,0,0
4197,0,0,0,0
4198,0,0,0,0
4201,0,0,0,0
4203,0,0,0,0
4209,0,0,0,0
4210,0,0,0,0
4211,0,0,0,0
4212,0,0,0,0
4218,0,0,0,0
4223,0,0,0,0
4224,0,0,0,0
4227,0,0,0,0
4228,0,0,0,0
4229,0,0,0,0
4230,0,0,0,0
4231,0,0,0,0
4234,0,0,0,0
4238,0,0,0,0
4240,0,0,0,0
4241,0,0,0,0
4251,0,0,0,0
4252,0,0,0,0
4259,0,0,0,0
4260,0,0,0,0
4261,0,0,0,0
4263,0,0,0,0
4266,0,0,0,0
4270,0,0,0,0
4274,0,0,0,0
4275,0,0,0,0
4282,0,0,0,0
4284,0,0,0,0
4285,0,0,0,0
4288,0,0,0,0
4291,0,0,0,0
4293,0,0,0,0
4296,0,0,0,0
4299,0,0,0,0
4302,0,0,0,0
4303,0,0,0,0
4305,0,0,0,0
4309,0,0,0,0
4311,0,0,0,0
4315,0,0,0,0
4319,0,0,0,0
4320,0,0,0,0
4322,0,0,0,0
4323,0,0,0,0
4328,0,0,0,0
4331,0,0,0,0
4335,0,0,0,0
4336,0,0,0,0
4337,0,0,0,0
4338,0,0,0,0
4341,0,0,0,0
4342,0,0,0,0
4343,0,0,0,0
4346,0,0,0,0
4351,0,0,0,0
4353,0,0,0,0
4354,0,0,0,0
4355,0,0,0,0
4356,0,0,0,0
4357,0,0,0,0
4360,0,0,0,0
4368,0,0,0,0
4369,0,0,0,0
4370,0,0,0,0
4371,0,0,0,0
4374,0,0,0,0
4377,0,0,1,1
4382,0,0,0,0
4390,0,0,0,0
4392,0,0,0,0
4393,0,0,0,0
4396,0,0,0,0
4397,0,0,0,0
4398,0,0,0,0
4401,0,0,0,0
4402,0,0,0,0
4403,0,0,0,0
4407,0,0,0,0
4409,0,0,0,0
4411,0,0,0,0
4423,0,0,0,0
4431,0,0,0,0
4436,0,0,0,0
4437,0,0,1,1
4440,0,0,0,0
4443,0,0,0,0
4445,0,0,0,0
4447,0,0,0,0
4448,0,0,0,0
4449,0,0,0,0
4453,0,0,0,0
4454,0,0,0,0
4457,0,0,1,1
4458,0,0,0,0
4462,0,0,0,0
4464,0,0,0,0
4465,0,0,0,0
4468,0,0,0,0
4469,0,0,0,0
4470,0,0,0,0
4472,0,0,0,0
4475,0,0,0,0
4477,0,0,0,0
4478,0,0,0,0
4483,0,0,0,0
4484,0,0,0,0
4486,0,0,0,0
4492,0,0,0,0
4493,0,0,0,0
4495,0,0,0,0
4496,0,0,0,0
4500,0,0,0,0
4504,0,0,0,0
4505,0,0,0,0
4507,0,0,0,0
4509,0,0,0,0
4513,0,0,0,0
4520,0,0,0,0
4527,0,0,0,0
4529,0,0,0,0
4530,0,0,0,0
4536,0,0,0,0
4538,0,0,0,0
4541,0,0,0,0
4545,0,0,0,0
4547,0,0,0,0
4548,0,0,0,0
4549,0,0,0,0
4552,0,0,0,0
4553,0,0,0,0
4555,0,0,0,0
4559,0,0,0,0
4560,0,0,0,0
4561,0,0,0,0
4562,0,0,0,0
4568,0,0,0,0
4570,0,0,0,0
4571,0,0,0,0
4572,0,0,0,0
4573,0,0,0,0
4574,0,0,0,0
4575,0,0,0,0
4577,0,0,0,0
4578,0,0,0,0
4580,0,0,0,0
4585,0,0,0,0
4589,0,0,0,0
4590,0,0,0,0
4594,0,0,0,0
4595,0,0,0,0
4596,0,0,3,3
4598,0,0,0,0
4601,0,0,0,0
4606,0,0,0,0
4609,0,0,0,0
4616,0,0,0,0
4618,0,0,0,0
4621,0,0,1,1
4624,0,0,0,0
4626,0,0,0,0
4627,0,0,0,0
4631,0,0,0,0
4632,0,0,0,0
4634,0,0,0,0
4636,0,0,0,0
4637,0,0,0,0
4638,0,0,0,0
4640,0,0,0,0
4646,0,0,0,0
4649,0,0,0,0
4652,0,0,0,0
4654,0,0,0,0
4659,0,0,0,0
4661,0,0,0,0
4663,0,0,0,0
4664,0,0,1,1
4665,0,0,0,0
4666,0,0,0,0
4669,0,0,0,0
4671,0,0,0,0
4673,0,0,0,0
4676,0,0,0,0
4678,0,0,0,0
4680,0,0,0,0
4682,0,0,0,0
4685,0,0,0,0
4686,0,0,0,0
4688,0,0,0,0
4692,0,0,0,0
4694,0,0,0,0
4696,0,0,0,0
4699,0,0,0,0
4700,0,0,0,0
4701,0,0,0,0
4704,0,0,0,0
4705,0,0,0,0
4706,0,0,0,0
4709,0,0,0,0
4713,0,0,0,0
4717,0,0,0,0
4720,0,0,0,0
4724,0,0,0,0
4729,0,0,0,0
4737,0,0,0,0
4738,0,0,0,0
4739,0,0,0,0
4740,0,0,0,0
4741,0,0,0,0
4744,0,0,0,0
4746,0,0,0,0
4750,0,0,0,0
4751,0,0,0,0
4757,0,0,0,0
4758,0,0,0,0
4759,0,0,0,0
4761,0,0,0,0
4764,0,0,0,0
4766,0,0,0,0
4768,0,0,0,0
4772,0,0,0,0
4774,0,0,0,0
4776,0,0,0,0
4777,0,0,0,0
4780,0,0,0,0
4782,0,0,0,0
4785,0,0,2,2
4789,0,0,0,0
4791,0,0,0,0
4792,0,0,0,0
4797,0,0,0,0
4801,0,0,0,0
4804,0,0,0,0
4805,0,0,0,0
4810,0,0,0,0
4813,0,0,0,0
4814,0,0,0,0
4815,0,0,0,0
4818,0,0,0,0
4819,0,0,1,1
4824,0,0,0,0
4827,0,0,0,0
4828,0,0,0,0
4831,0,0,0,0
4832,0,0,0,0
4834,0,0,0,0
4835,0,0,0,0
4837,0,0,0,0
4838,0,0,0,0
4840,0,0,0,0
4841,0,0,0,0
4845,0,0,0,0
4849,0,0,0,0
4855,0,0,0,0
4858,0,0,0,0
4859,0,0,0,0
4860,0,0,0,0
4862,0,0,0,0
4865,0,0,0,0
4867,0,0,0,0
4869,0,0,0,0
4870,0,0,0,0
4873,0,0,0,0
4875,0,0,0,0
4878,0,0,0,0
4879,0,0,0,0
4880,0,0,0,0
4882,0,0,0,0
4884,0,0,0,0
4885,0,0,0,0
4887,0,0,0,0
4895,0,0,0,0
4902,0,0,0,0
4903,0,0,1,1
4904,0,0,0,0
4905,0,0,0,0
4906,0,0,0,0
4907,0,0,0,0
4908,0,0,0,0
4910,0,0,0,0
4911,0,0,0,0
4920,0,0,0,0
4921,0,0,0,0
4922,0,0,0,0
4924,0,0,1,1
4925,0,0,0,0
4928,0,0,0,0
4930,0,0,0,0
4935,0,0,0,0
4936,0,0,0,0
4937,0,0,0,0
4940,0,0,0,0
4943,0,0,0,0
4944,0,0,0,0
4949,0,0,0,0
4952,0,0,0,0
4956,0,0,0,0
4962,0,0,0,0
4963,0,0,0,0
4965,0,0,0,0
4968,0,0,0,0
4970,0,0,0,0
4972,0,0,0,0
4973,0,0,0,0
4975,0,0,0,0
4977,0,0,0,0
4979,0,0,0,0
4981,0,0,0,0
4984,0,0,0,0
4986,0,0,0,0
4988,0,0,0,0
4990,0,0,0,0
4996,0,0,0,0
5010,0,0,0,0
5021,0,0,0,0
5022,0,0,0,0
5025,0,0,0,0
5026,0,0,0,0
5029,0,0,0,0
5033,0,0,0,0
5034,0,0,0,0
5035,0,0,0,0
5036,0,0,0,0
5038,0,0,0,0
5040,0,0,0,0
5042,0,0,0,0
5056,0,0,0,0
5065,0,0,0,0
5068,0,0,0,0
5071,0,0,0,0
5072,0,0,0,0
5074,0,0,0,0
5075,0,0,0,0
5079,0,0,0,0
5081,0,0,0,0
5082,0,0,0,0
5086,0,0,0,0
5087,0,0,0,0
5088,0,0,0,0
5089,0,0,0,0
5092,0,0,0,0
5096,0,0,0,0
5097,0,0,0,0
5099,0,0,0,0
5100,0,0,0,0
5102,0,0,0,0
5105,0,0,0,0
5108,0,0,0,0
5111,0,0,0,0
5118,0,0,0,0
5125,0,0,0,0
5127,0,0,0,0
5130,0,0,0,0
5133,0,0,0,0
5134,0,0,0,0
5135,0,0,0,0
5136,0,0,0,0
5137,0,0,0,0
5139,0,0,0,0
5141,0,0,0,0
5143,0,0,0,0
5144,0,0,0,0
5145,0,0,0,0
5146,0,0,0,0
5147,0,0,0,0
5148,0,0,0,0
5151,0,0,0,0
5154,0,0,0,0
5158,0,0,2,2
5160,0,0,0,0
5166,0,0,0,0
5174,0,0,1,1
5179,0,0,0,0
5180,0,0,0,0
5181,0,0,0,0
5187,0,0,0,0
5188,0,0,0,0
5192,0,0,0,0
5193,0,0,0,0
5195,0,0,0,0
5196,0,0,0,0
5197,0,0,1,1
5201,0,0,0,0
5205,0,0,0,0
5209,0,0,0,0
5211,0,0,0,0
5213,0,0,0,0
5214,0,0,0,0
5215,0,0,0,0
5216,0,0,0,0
5219,0,0,0,0
5220,0,0,0,0
5227,0,0,0,0
5228,0,0,0,0
5229,0,0,1,1
5230,0,0,0,0
5237,0,0,0,0
5239,0,0,0,0
5242,0,0,0,0
5245,0,0,1,1
5248,0,0,0,0
5254,0,0,0,0
5256,0,0,0,0
5257,0,0,0,0
5259,0,0,0,0
5262,0,0,0,0
5267,0,0,0,0
5271,0,0,0,0
5273,0,0,0,0
5275,0,0,0,0
5280,0,0,0,0
5282,0,0,0,0
5284,0,0,3,3
5295,0,0,0,0
5296,0,0,0,0
5299,0,0,0,0
5300,0,0,0,0
5302,0,0,0,0
5310,0,0,0,0
5311,0,0,0,0
5312,0,0,0,0
5313,0,0,0,0
5315,0,0,0,0
5317,0,0,0,0
5318,0,0,0,0
5319,0,0,0,0
5320,0,0,0,0
5324,0,0,0,0
5326,0,0,0,0
5332,0,0,0,0
5337,0,0,0,0
5338,0,0,0,0
5341,0,0,0,0
5344,0,0,0,0
5346,0,0,0,0
5347,0,0,0,0
5353,0,0,0,0
5359,0,0,0,0
5361,0,0,1,1
5366,0,0,0,0
5368,0,0,0,0
5369,0,0,0,0
5371,0,0,0,0
5372,0,0,0,0
5373,0,0,0,0
5375,0,0,0,0
5378,0,0,0,0
5381,0,0,0,0
5382,0,0,0,0
5383,0,0,0,0
5385,0,0,0,0
5386,0,0,0,0
5389,0,0,0,0
5396,0,0,0,0
5407,0,0,0,0
5422,0,0,0,0
5423,0,0,0,0
5424,0,0,0,0
5427,0,0,0,0
5429,0,0,0,0
5432,0,0,0,0
5437,0,0,0,0
5438,0,0,0,0
5440,0,0,0,0
5441,0,0,0,0
5443,0,0,0,0
5444,0,0,0,0
5446,0,0,0,0
5452,0,0,0,0
5455,0,0,2,2
5456,0,0,0,0
5458,0,0,0,0
5459,0,0,0,0
5461,0,0,0,0
5462,0,0,0,0
5463,0,0,0,0
5464,0,0,0,0
5471,0,0,0,0
5477,0,0,0,0
5482,0,0,0,0
5483,0,0,0,0
5485,0,0,0,0
5488,0,0,0,0
5490,0,0,0,0
5491,0,0,0,0
5501,0,0,0,0
5502,0,0,0,0
5507,0,0,0,0
5518,0,0,0,0
5520,0,0,0,0
5527,0,0,0,0
5535,0,0,0,0
5536,0,0,0,0
5537,0,0,0,0
5541,0,0,0,0
5547,0,0,0,0
5550,0,0,0,0
5551,0,0,0,0
5557,0,0,0,0
5559,0,0,0,0
5563,0,0,0,0
5565,0,0,0,0
5567,0,0,0,0
5568,0,0,0,0
5571,0,0,0,0
5574,0,0,0,0
5575,0,0,0,0
5576,0,0,0,0
5578,0,0,0,0
5579,0,0,0,0
5582,0,0,0,0
5583,0,0,0,0
5584,0,0,0,0
5586,0,0,0,0
5587,0,0,0,0
5588,0,0,0,0
5589,0,0,0,0
5590,0,0,0,0
5593,0,0,0,0
5595,0,0,0,0
5599,0,0,0,0
5604,0,0,0,0
5605,0,0,0,0
5606,0,0,0,0
5608,0,0,0,0
5610,0,0,0,0
5618,0,0,0,0
5621,0,0,0,0
5625,0,0,0,0
5626,0,0,0,0
5629,0,0,0,0
5630,0,0,0,0
5631,0,0,0,0
5640,0,0,0,0
5641,0,0,0,0
5642,0,0,0,0
5646,0,0,0,0
5650,0,0,0,0
5652,0,0,0,0
5655,0,0,0,0
5662,0,0,0,0
5666,0,0,0,0
5667,0,0,0,0
5668,0,0,1,1
5669,0,0,0,0
5670,0,0,0,0
5677,0,0,0,0
5679,0,0,0,0
5680,0,0,0,0
5683,0,0,0,0
5698,0,0,0,0
5699,0,0,0,0
5701,0,0,0,0
5707,0,0,0,0
5709,0,0,0,0
5712,0,0,0,0
5713,0,0,0,0
5715,0,0,0,0
5716,0,0,0,0
5718,0,0,0,0
5721,0,0,0,0
5722,0,0,0,0
5723,0,0,0,0
5727,0,0,0,0
5729,0,0,0,0
5733,0,0,0,0
5738,0,0,0,0
5742,0,0,0,0
5743,0,0,1,1
5745,0,0,0,0
5747,0,0,0,0
5749,0,0,0,0
5752,0,0,0,0
5755,0,0,0,0
5756,0,0,0,0
5761,0,0,0,0
5767,0,0,0,0
5768,0,0,0,0
5770,0,0,0,0
5771,0,0,0,0
5774,0,0,0,0
5781,0,0,0,0
5784,0,0,0,0
5785,0,0,0,0
5787,0,0,0,0
5789,0,0,0,0
5790,0,0,0,0
5798,0,0,0,0
5799,0,0,0,0
5802,0,0,0,0
5803,0,0,0,0
5804,0,0,0,0
5808,0,0,0,0
5820,0,0,0,0
5821,0,0,0,0
5827,0,0,0,0
5829,0,0,0,0
5830,0,0,0,0
5832,0,0,0,0
5833,0,0,0,0
5834,0,0,0,0
5840,0,0,0,0
5841,0,0,0,0
5842,0,0,0,0
5844,0,0,0,0
5845,0,0,0,0
5846,0,0,0,0
5847,0,0,0,0
5853,0,0,0,0
5856,0,0,0,0
5859,0,0,0,0
5861,0,0,0,0
5862,0,0,0,0
5863,0,0,0,0
5864,0,0,0,0
5868,0,0,0,0
5869,0,0,0,0
5870,0,0,0,0
5871,0,0,0,0
5872,0,0,0,0
5873,0,0,0,0
5878,0,0,0,0
5879,0,0,0,0
5880,0,0,0,0
5883,0,0,0,0
5884,0,0,0,0
5885,0,0,0,0
5886,0,0,0,0
5888,0,0,0,0
5891,0,0,0,0
5895,0,0,0,0
5898,0,0,0,0
5899,0,0,0,0
5902,0,0,0,0
5905,0,0,0,0
5910,0,0,0,0
5911,0,0,0,0
5914,0,0,1,1
5916,0,0,0,0
5917,0,0,0,0
5918,0,0,0,0
5919,0,0,0,0
5927,0,0,0,0
5928,0,0,0,0
5929,0,0,0,0
5938,0,0,0,0
5939,0,0,0,0
5944,0,0,0,0
5948,0,0,0,0
5949,0,0,0,0
5950,0,0,0,0
5958,0,0,0,0
5960,0,0,0,0
5962,0,0,0,0
5963,0,0,0,0
5967,0,0,0,0
5973,0,0,0,0
5978,0,0,0,0
5979,0,0,0,0
5980,0,0,0,0
5983,0,0,0,0
5984,0,0,0,0
5989,0,0,0,0
5993,0,0,0,0
5996,0,0,0,0
6000,0,0,0,0
6002,0,0,0,0
6003,0,0,0,0
6006,0,0,0,0
6007,0,0,0,0
6012,0,0,0,0
6013,0,0,0,0
6015,0,0,0,0
6019,0,0,0,0
6020,0,0,0,0
6021,0,0,0,0
6022,0,0,0,0
6024,0,0,0,0
6029,0,0,0,0
6035,0,0,0,0
6037,0,0,0,0
6038,0,0,0,0
6043,0,0,0,0
6045,0,0,0,0
6046,0,0,0,0
6050,0,0,0,0
6054,0,0,0,0
6055,0,0,0,0
6056,0,0,0,0
6057,0,0,0,0
6058,0,0,0,0
6069,0,0,0,0
6070,0,0,0,0
6072,0,0,0,0
6074,0,0,0,0
6075,0,0,0,0
6076,0,0,0,0
6078,0,0,0,0
6079,0,0,0,0
6080,0,0,0,0
6086,0,0,0,0
6088,0,0,0,0
6089,0,0,0,0
6090,0,0,0,0
6091,0,0,0,0
6093,0,0,0,0
6095,0,0,0,0
6100,0,0,0,0
6103,0,0,0,0
6106,0,0,0,0
6108,0,0,0,0
6110,0,0,0,0
6111,0,0,0,0
6115,0,0,0,0
6116,0,0,0,0
6117,0,0,0,0
6119,0,0,0,0
6121,0,0,0,0
6122,0,0,0,0
6123,0,0,0,0
6126,0,0,0,0
6127,0,0,0,0
6129,0,0,0,0
6131,0,0,0,0
6132,0,0,0,0
6136,0,0,0,0
6147,0,0,0,0
6152,0,0,0,0
6153,0,0,0,0
6154,0,0,0,0
6175,0,0,0,0
6177,0,0,0,0
6181,0,0,0,0
6182,0,0,0,0
6183,0,0,0,0
6184,0,0,0,0
6185,0,0,0,0
6186,0,0,0,0
6189,0,0,0,0
6191,0,0,0,0
6195,0,0,0,0
6199,0,0,0,0
6200,0,0,0,0
6202,0,0,0,0
6209,0,0,0,0
6211,0,0,0,0
6212,0,0,0,0
6214,0,0,0,0
6222,0,0,0,0
6223,0,0,0,0
6227,0,0,0,0
6228,0,0,0,0
6230,0,0,0,0
6231,0,0,0,0
6232,0,0,0,0
6233,0,0,0,0
6234,0,0,0,0
6240,0,0,0,0
6241,0,0,0,0
6242,0,0,0,0
6245,0,0,0,0
6246,0,0,0,0
6248,0,0,0,0
6250,0,0,0,0
6255,0,0,0,0
6256,0,0,0,0
6259,0,0,0,0
6265,0,0,0,0
6274,0,0,0,0
6281,0,0,0,0
6284,0,0,0,0
6285,0,0,0,0
6288,0,0,0,0
6290,0,0,0,0
6293,0,0,0,0
6294,0,0,0,0
6295,0,0,0,0
6296,0,0,0,0
6297,0,0,0,0
6302,0,0,0,0
6303,0,0,0,0
6304,0,0,0,0
6310,0,0,0,0
6311,0,0,0,0
6314,0,0,0,0
6317,0,0,1,1
6322,0,0,0,0
6328,0,0,1,1
6334,0,0,0,0
6337,0,0,0,0
6340,0,0,0,0
6343,0,0,1,1
6347,0,0,0,0
6350,0,0,0,0
6351,0,0,0,0
6353,0,0,0,0
6354,0,0,0,0
6357,0,0,0,0
6358,0,0,0,0
6360,0,0,1,1
6361,0,0,0,0
6365,0,0,0,0
6367,0,0,0,0
6369,0,0,0,0
6380,0,0,0,0
6382,0,0,0,0
6383,0,0,0,0
6386,0,0,0,0
6388,0,0,0,0
6389,0,0,0,0
6390,0,0,1,1
6391,0,0,0,0
6398,0,0,0,0
6404,0,0,0,0
6405,0,0,0,0
6407,0,0,0,0
6408,0,0,0,0
6410,0,0,0,0
6414,0,0,0,0
6417,0,0,0,0
6419,0,0,0,0
6429,0,0,0,0
6435,0,0,0,0
6437,0,0,0,0
6440,0,0,0,0
6443,0,0,0,0
6444,0,0,0,0
6445,0,0,0,0
6446,0,0,0,0
6451,0,0,0,0
6452,0,0,0,0
6453,0,0,0,0
6455,0,0,0,0
6456,0,0,0,0
6458,0,0,0,0
6459,0,0,0,0
6461,0,0,0,0
6462,0,0,0,0
6464,0,0,0,0
6465,0,0,0,0
6470,0,0,0,0
6471,0,0,0,0
6474,0,0,0,0
6477,0,0,0,0
6485,0,0,0,0
6487,0,0,0,0
6489,0,0,0,0
6490,0,0,0,0
6491,0,0,0,0
6495,0,0,0,0
6496,0,0,0,0
6497,0,0,0,0
6498,0,0,0,0
6499,0,0,0,0
6504,0,0,0,0
6505,0,0,0,0
6508,0,0,0,0
6514,0,0,0,0
6515,0,0,0,0
6519,0,0,0,0
6520,0,0,0,0
6524,0,0,0,0
6527,0,0,0,0
6528,0,0,0,0
6530,0,0,0,0
6534,0,0,0,0
6537,0,0,0,0
6539,0,0,0,0
6540,0,0,0,0
6541,0,0,0,0
6542,0,0,0,0
6544,0,0,0,0
6545,0,0,0,0
6546,0,0,0,0
6548,0,0,0,0
6550,0,0,0,0
6551,0,0,0,0
6552,0,0,0,0
6558,0,0,0,0
6563,0,0,0,0
6576,0,0,0,0
6583,0,0,0,0
6584,0,0,0,0
6588,0,0,0,0
6589,0,0,0,0
6590,0,0,0,0
6593,0,0,0,0
6595,0,0,0,0
6596,0,0,0,0
6598,0,0,0,0
6600,0,0,0,0
6601,0,0,0,0
6602,0,0,0,0
6609,0,0,0,0
6611,0,0,0,0
6614,0,0,0,0
6618,0,0,0,0
6620,0,0,0,0
6622,0,0,0,0
6623,0,0,0,0
6626,0,0,0,0
6627,0,0,0,0
6636,0,0,0,0
6640,0,0,0,0
